Date,SP500,IBEX35
2020-03-19,2409.389892578125,6395.7998046875
2020-03-20,2304.919921875,6443.2998046875
2020-03-23,2237.39990234375,6230.2001953125
2020-03-24,2447.330078125,6717.2998046875
2020-03-25,2475.56005859375,6942.39990234375
2020-03-26,2630.070068359375,7033.2001953125
2020-03-27,2541.469970703125,6777.89990234375
2020-03-30,2626.64990234375,6659.89990234375
2020-03-31,2584.590087890625,6785.39990234375
2020-04-01,2470.5,6579.39990234375
2020-04-02,2526.89990234375,6574.10009765625
2020-04-03,2488.64990234375,6581.60009765625
2020-04-06,2663.679931640625,6844.2998046875
2020-04-07,2659.409912109375,7002.0
2020-04-08,2749.97998046875,6951.7998046875
2020-04-09,2789.820068359375,7070.60009765625
2020-04-14,2846.06005859375,7108.60009765625
2020-04-15,2783.360107421875,6839.5
2020-04-16,2799.550048828125,6763.39990234375
2020-04-17,2874.56005859375,6875.7998046875
2020-04-20,2823.159912109375,6831.5
2020-04-21,2736.56005859375,6634.89990234375
2020-04-22,2799.31005859375,6719.7998046875
2020-04-23,2797.800048828125,6746.5
2020-04-24,2836.739990234375,6613.89990234375
2020-04-27,2878.47998046875,6731.7998046875
2020-04-28,2863.389892578125,6836.39990234375
2020-04-29,2939.510009765625,7055.7001953125
2020-04-30,2912.429931640625,6922.2998046875
2020-05-04,2842.739990234375,6673.2998046875
2020-05-05,2868.43994140625,6747.7001953125
2020-05-06,2848.419921875,6671.7001953125
2020-05-07,2881.18994140625,6730.89990234375
2020-05-08,2929.800048828125,6783.10009765625
2020-05-11,2930.18994140625,6672.2001953125
2020-05-12,2870.1201171875,6762.7001953125
2020-05-13,2820.0,6631.39990234375
2020-05-14,2852.5,6545.60009765625
2020-05-15,2863.699951171875,6474.89990234375
